timestamp,state,network_type,traffic_tx_rx_mb,rssi,external_ip,ip_address,connection_uptime,imsi,imei,iccid,duplex_mode,mcc,mnc,cid,pcid,band,bandwidth_ul,bandwidth_dl,rsrp,rsrq,sinr,pcc_1,pcc_2,scc_1,scc_2,scc_3,scc_4,scc_count
2026-07-22T11:35:46+05:00,Есть подключение,UZDGSM 4G,0.12 МБ / 3.39 МБ,19,185.163.26.71,10.166.38.194,01:31:11,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,8,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:36:46+05:00,Есть подключение,UZDGSM 4G,0.12 МБ / 3.42 МБ,18,185.163.26.71,10.166.38.194,01:32:12,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-95,-7,3,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:37:47+05:00,Есть подключение,UZDGSM 4G,0.12 МБ / 3.46 МБ,20,185.163.26.71,10.166.38.194,01:33:12,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,8,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:38:47+05:00,Есть подключение,UZDGSM 4G,0.12 МБ / 3.49 МБ,20,185.163.26.71,10.166.38.194,01:34:13,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-5,10,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:39:47+05:00,Есть подключение,UZDGSM 4G,0.12 МБ / 3.53 МБ,20,185.163.26.71,10.166.38.194,01:35:13,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:40:48+05:00,Есть подключение,UZDGSM 4G,0.12 МБ / 3.57 МБ,21,185.163.26.71,10.166.38.194,01:36:13,434070245534360,866029070432606,89998070200455343608,,,,,,,,,,,,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:41:48+05:00,Есть подключение,UZDGSM 4G,0.12 МБ / 3.61 МБ,20,185.163.26.71,10.166.38.194,01:37:14,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-87,-6,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:42:49+05:00,Есть подключение,UZDGSM 4G,0.12 МБ / 3.64 МБ,19,185.163.26.71,10.166.38.194,01:38:14,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,9,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:43:49+05:00,Есть подключение,UZDGSM 4G,0.13 МБ / 3.68 МБ,20,185.163.26.71,10.166.38.194,01:39:15,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-87,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:44:49+05:00,Есть подключение,UZDGSM 4G,0.13 МБ / 3.71 МБ,0,185.163.26.71,10.166.38.194,01:40:15,434070245534360,866029070432606,89998070200455343608,,,,,,,,,,,,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:45:50+05:00,Есть подключение,UZDGSM 4G,0.13 МБ / 3.75 МБ,20,185.163.26.71,10.166.38.194,01:41:15,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-87,-6,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:46:50+05:00,Есть подключение,UZDGSM 4G,0.13 МБ / 3.78 МБ,19,185.163.26.71,10.166.38.194,01:42:16,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-88,-6,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:47:51+05:00,Есть подключение,UZDGSM 4G,0.13 МБ / 3.82 МБ,19,185.163.26.71,10.166.38.194,01:43:16,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:48:51+05:00,Есть подключение,UZDGSM 4G,0.13 МБ / 3.85 МБ,19,185.163.26.71,10.166.38.194,01:44:17,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:49:51+05:00,Есть подключение,UZDGSM 4G,0.13 МБ / 3.89 МБ,19,185.163.26.71,10.166.38.194,01:45:17,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,9,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:50:52+05:00,Есть подключение,UZDGSM 4G,0.13 МБ / 3.93 МБ,20,185.163.26.71,10.166.38.194,01:46:17,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:51:52+05:00,Есть подключение,UZDGSM 4G,0.13 МБ / 3.96 МБ,19,185.163.26.71,10.166.38.194,01:47:18,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,9,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:52:53+05:00,Есть подключение,UZDGSM 4G,0.14 МБ / 4.00 МБ,19,185.163.26.71,10.166.38.194,01:48:18,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,8,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:53:53+05:00,Есть подключение,UZDGSM 4G,0.14 МБ / 4.04 МБ,19,185.163.26.71,10.166.38.194,01:49:19,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:54:54+05:00,Есть подключение,UZDGSM 4G,0.14 МБ / 4.07 МБ,19,185.163.26.71,10.166.38.194,01:50:19,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-91,-6,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:55:54+05:00,Есть подключение,UZDGSM 4G,0.14 МБ / 4.11 МБ,19,185.163.26.71,10.166.38.194,01:51:20,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-91,-7,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:56:55+05:00,Есть подключение,UZDGSM 4G,0.14 МБ / 4.14 МБ,19,185.163.26.71,10.166.38.194,01:52:20,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,17,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:57:55+05:00,Есть подключение,UZDGSM 4G,0.14 МБ / 4.19 МБ,19,185.163.26.71,10.166.38.194,01:53:21,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-5,9,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:58:55+05:00,Есть подключение,UZDGSM 4G,0.14 МБ / 4.23 МБ,20,185.163.26.71,10.166.38.194,01:54:21,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-87,-6,10,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T11:59:56+05:00,Есть подключение,UZDGSM 4G,0.15 МБ / 4.27 МБ,20,185.163.26.71,10.166.38.194,01:55:21,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-88,-6,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:00:56+05:00,Есть подключение,UZDGSM 4G,0.15 МБ / 4.30 МБ,20,185.163.26.71,10.166.38.194,01:56:22,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,9,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:01:57+05:00,Есть подключение,UZDGSM 4G,0.15 МБ / 4.33 МБ,20,185.163.26.71,10.166.38.194,01:57:22,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:02:57+05:00,Есть подключение,UZDGSM 4G,0.15 МБ / 4.36 МБ,20,185.163.26.71,10.166.38.194,01:58:23,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-5,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:03:58+05:00,Есть подключение,UZDGSM 4G,0.15 МБ / 4.40 МБ,19,185.163.26.71,10.166.38.194,01:59:23,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-92,-8,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:04:58+05:00,Есть подключение,UZDGSM 4G,9.57 КБ / 96.00 КБ,20,185.163.26.71,10.166.38.194,00:00:16,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-88,-5,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:05:59+05:00,Есть подключение,UZDGSM 4G,10.47 КБ / 131.20 КБ,20,185.163.26.71,10.166.38.194,00:01:16,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:06:59+05:00,Есть подключение,UZDGSM 4G,11.72 КБ / 169.60 КБ,20,185.163.26.71,10.166.38.194,00:02:17,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,9,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:07:59+05:00,Есть подключение,UZDGSM 4G,13.79 КБ / 214.40 КБ,19,185.163.26.71,10.166.38.194,00:03:17,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-91,-9,7,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:09:00+05:00,Есть подключение,UZDGSM 4G,14.86 КБ / 249.60 КБ,20,185.163.26.71,10.166.38.194,00:04:18,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:10:00+05:00,Есть подключение,UZDGSM 4G,16.10 КБ / 291.20 КБ,21,185.163.26.71,10.166.38.194,00:05:18,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:11:01+05:00,Есть подключение,UZDGSM 4G,17.17 КБ / 326.40 КБ,20,185.163.26.71,10.166.38.194,00:06:18,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-7,15,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:12:01+05:00,Есть подключение,UZDGSM 4G,18.42 КБ / 364.80 КБ,19,185.163.26.71,10.166.38.194,00:07:19,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-7,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:13:02+05:00,Есть подключение,UZDGSM 4G,19.49 КБ / 400.00 КБ,18,185.163.26.71,10.166.38.194,00:08:19,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-91,-5,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:14:02+05:00,Есть подключение,UZDGSM 4G,20.56 КБ / 435.20 КБ,19,185.163.26.71,10.166.38.194,00:09:20,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-88,-6,15,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:15:03+05:00,Есть подключение,UZDGSM 4G,21.54 КБ / 470.40 КБ,19,185.163.26.71,10.166.38.194,00:10:20,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-91,-6,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:16:03+05:00,Есть подключение,UZDGSM 4G,22.52 КБ / 502.40 КБ,19,185.163.26.71,10.166.38.194,00:11:21,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-7,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:17:03+05:00,Есть подключение,UZDGSM 4G,24.96 КБ / 550.40 КБ,20,185.163.26.71,10.166.38.194,00:12:21,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:18:04+05:00,Есть подключение,UZDGSM 4G,25.94 КБ / 582.40 КБ,20,185.163.26.71,10.166.38.194,00:13:21,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:19:04+05:00,Есть подключение,UZDGSM 4G,27.09 КБ / 620.80 КБ,20,185.163.26.71,10.166.38.194,00:14:22,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-88,-5,15,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:20:05+05:00,Есть подключение,UZDGSM 4G,28.24 КБ / 659.20 КБ,19,185.163.26.71,10.166.38.194,00:15:22,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:21:05+05:00,Есть подключение,UZDGSM 4G,29.40 КБ / 697.60 КБ,19,185.163.26.71,10.166.38.194,00:16:23,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-93,-7,10,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:22:05+05:00,Есть подключение,UZDGSM 4G,30.55 КБ / 736.00 КБ,0,185.163.26.71,10.166.38.194,00:17:23,434070245534360,866029070432606,89998070200455343608,,,,,,,,,,,,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:23:06+05:00,Есть подключение,UZDGSM 4G,31.70 КБ / 774.40 КБ,20,185.163.26.71,10.166.38.194,00:18:23,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,8,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:24:06+05:00,Есть подключение,UZDGSM 4G,32.86 КБ / 812.80 КБ,19,185.163.26.71,10.166.38.194,00:19:24,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-92,-7,8,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:25:07+05:00,Есть подключение,UZDGSM 4G,34.11 КБ / 848.00 КБ,20,185.163.26.71,10.166.38.194,00:20:24,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-7,10,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:26:07+05:00,Есть подключение,UZDGSM 4G,36.12 КБ / 892.80 КБ,20,185.163.26.71,10.166.38.194,00:21:25,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-88,-6,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:27:08+05:00,Есть подключение,UZDGSM 4G,37.10 КБ / 924.80 КБ,19,185.163.26.71,10.166.38.194,00:22:25,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-11,8,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:28:08+05:00,Есть подключение,UZDGSM 4G,38.25 КБ / 963.20 КБ,20,185.163.26.71,10.166.38.194,00:23:26,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-92,-7,8,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:29:09+05:00,Есть подключение,UZDGSM 4G,39.42 КБ / 998.40 КБ,20,185.163.26.71,10.166.38.194,00:24:26,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-7,15,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:30:09+05:00,Есть подключение,UZDGSM 4G,0.04 МБ / 1.04 МБ,20,185.163.26.71,10.166.38.194,00:25:27,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-86,-5,17,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:31:09+05:00,Есть подключение,UZDGSM 4G,0.04 МБ / 1.07 МБ,19,185.163.26.71,10.166.38.194,00:26:27,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-91,-5,15,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:32:10+05:00,Есть подключение,UZDGSM 4G,0.04 МБ / 1.11 МБ,20,185.163.26.71,10.166.38.194,00:27:27,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-5,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:33:10+05:00,Есть подключение,UZDGSM 4G,0.04 МБ / 1.14 МБ,20,185.163.26.71,10.166.38.194,00:28:28,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-88,-5,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:34:11+05:00,Есть подключение,UZDGSM 4G,0.04 МБ / 1.17 МБ,19,185.163.26.71,10.166.38.194,00:29:28,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-93,-7,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:35:11+05:00,Есть подключение,UZDGSM 4G,0.05 МБ / 1.22 МБ,19,185.163.26.71,10.166.38.194,00:30:29,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-91,-6,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:36:12+05:00,Есть подключение,UZDGSM 4G,0.05 МБ / 1.25 МБ,19,185.163.26.71,10.166.38.194,00:31:29,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-93,-6,10,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:37:12+05:00,Есть подключение,UZDGSM 4G,0.05 МБ / 1.29 МБ,19,185.163.26.71,10.166.38.194,00:32:30,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-91,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:38:12+05:00,Есть подключение,UZDGSM 4G,0.05 МБ / 1.32 МБ,20,185.163.26.71,10.166.38.194,00:33:30,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-5,15,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:39:13+05:00,Есть подключение,UZDGSM 4G,0.05 МБ / 1.36 МБ,19,185.163.26.71,10.166.38.194,00:34:30,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-92,-6,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:40:13+05:00,Есть подключение,UZDGSM 4G,0.05 МБ / 1.40 МБ,20,185.163.26.71,10.166.38.194,00:35:31,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-92,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:41:14+05:00,Есть подключение,UZDGSM 4G,0.05 МБ / 1.43 МБ,20,185.163.26.71,10.166.38.194,00:36:31,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:42:14+05:00,Есть подключение,UZDGSM 4G,0.05 МБ / 1.47 МБ,20,185.163.26.71,10.166.38.194,00:37:32,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-88,-6,17,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:43:15+05:00,Есть подключение,UZDGSM 4G,0.06 МБ / 1.50 МБ,20,185.163.26.71,10.166.38.194,00:38:32,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-86,-6,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-22T12:44:15+05:00,Есть подключение,UZDGSM 4G,0.06 МБ / 1.56 МБ,20,185.163.26.71,10.166.38.194,00:39:33,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-88,-11,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
