timestamp,device_id,zone,temperature_c,humidity_pct,pressure_hpa,voltage_v,vibration_g,rssi_dbm,fault,state
2024-05-01 03:24:00,SN-001,warehouse,27.65,45.55,1011.43,3.729,1.082,-56.6,0,normal
2024-05-01 03:27:00,SN-006,warehouse,26.29,54.07,1013.5,3.661,1.993,-58.5,0,normal
2024-05-01 03:30:00,SN-010,line-1,27.88,52.59,1011.46,3.708,0.089,-59.4,0,normal
2024-05-01 03:33:00,SN-003,warehouse,28.5,49.12,1010.86,3.727,0.098,-62.1,0,normal
2024-05-01 03:36:00,SN-006,warehouse,26.85,48.04,1015.14,3.678,0.25,-49.3,0,normal
2024-05-01 03:39:00,SN-002,line-2,25.93,52.71,1011.97,3.741,0.181,-59.1,0,normal
2024-05-01 03:42:00,SN-009,line-2,27.04,46.92,1010.75,3.702,0.503,-62.0,0,normal
2024-05-01 03:45:00,SN-006,warehouse,27.44,50.24,1013.71,3.706,0.761,-56.7,0,normal
2024-05-01 03:48:00,SN-004,line-2,26.71,50.15,1012.91,3.722,0.91,-63.5,0,normal
2024-05-01 03:51:00,SN-003,warehouse,26.44,61.53,1012.85,3.707,0.126,-67.2,0,normal
2024-05-01 03:54:00,SN-007,line-1,27.68,44.98,1013.82,3.672,0.345,-62.9,0,normal
2024-05-01 03:57:00,SN-009,line-2,27.6,39.29,1012.38,3.634,0.744,-63.9,0,normal
2024-05-01 04:00:00,SN-012,warehouse,27.63,47.38,1014.83,3.679,0.569,-58.9,0,normal
2024-05-01 04:03:00,SN-006,warehouse,26.19,44.37,1009.22,3.681,0.467,-62.5,0,normal
2024-05-01 04:06:00,SN-002,line-2,28.51,46.23,1015.78,3.679,1.27,-56.2,0,normal
2024-05-01 04:09:00,SN-010,line-1,27.17,45.16,1010.46,3.686,0.365,-53.9,0,normal
2024-05-01 04:12:00,SN-008,warehouse,28.25,45.76,1008.6,3.641,1.714,-60.9,0,normal
2024-05-01 04:15:00,SN-009,line-2,28.18,45.18,1010.72,3.674,0.264,-64.9,0,normal
2024-05-01 04:18:00,SN-002,line-2,25.93,55.31,1011.93,3.709,0.286,-66.4,0,normal
2024-05-01 04:21:00,SN-004,line-2,28.1,49.32,1010.86,3.719,0.797,-59.6,0,normal
2024-05-01 04:24:00,SN-010,line-1,28.58,53.38,1010.26,3.684,0.407,-61.4,0,normal
2024-05-01 04:27:00,SN-010,line-1,28.71,49.12,1015.19,3.712,0.421,-66.6,0,normal
2024-05-01 04:30:00,SN-006,warehouse,28.14,53.19,1010.52,3.646,0.346,-55.3,0,normal
2024-05-01 04:33:00,SN-010,line-1,25.83,50.34,1007.16,3.704,0.735,-71.5,0,normal
2024-05-01 04:36:00,SN-011,line-1,29.41,54.71,1011.75,3.722,0.102,-63.5,0,normal
2024-05-01 04:39:00,SN-005,line-2,28.46,51.07,1017.79,3.708,0.266,-68.1,0,normal
2024-05-01 04:42:00,SN-011,line-1,26.69,47.66,1010.11,3.698,0.44,-71.0,0,normal
2024-05-01 04:45:00,SN-004,line-2,27.14,52.85,1010.49,3.647,0.84,-57.0,0,normal
2024-05-01 04:48:00,SN-003,warehouse,28.26,49.47,1011.68,3.736,0.376,-55.4,0,normal
2024-05-01 04:51:00,SN-009,line-2,28.76,48.11,1016.52,3.737,2.042,-61.5,0,normal
2024-05-01 04:54:00,SN-008,warehouse,27.47,50.46,1011.83,3.712,0.94,-58.1,0,normal
2024-05-01 04:57:00,SN-002,line-2,28.92,51.78,1010.1,3.725,0.825,-59.2,0,normal
2024-05-01 05:00:00,SN-010,line-1,26.64,42.36,1013.68,3.698,0.583,-58.2,0,normal
2024-05-01 05:03:00,SN-003,warehouse,27.46,48.68,1013.45,3.713,0.69,-61.6,0,normal
2024-05-01 05:06:00,SN-010,line-1,26.34,53.83,1014.0,3.715,0.49,-49.6,0,normal
2024-05-01 05:09:00,SN-001,warehouse,27.62,50.93,1010.06,3.697,0.918,-60.7,0,normal
2024-05-01 05:12:00,SN-010,line-1,30.27,43.05,1011.18,3.681,1.129,-70.8,0,warning
2024-05-01 05:15:00,SN-010,line-1,30.87,37.54,1015.37,3.715,0.629,-68.1,0,warning
2024-05-01 05:18:00,SN-010,line-1,28.87,55.62,1013.68,3.735,2.046,-54.2,0,normal
2024-05-01 05:21:00,SN-008,warehouse,27.91,48.94,1014.73,3.723,0.368,-66.9,0,normal
2024-05-01 05:24:00,SN-006,warehouse,28.37,55.33,1012.55,3.705,1.693,-55.7,0,normal
2024-05-01 05:27:00,SN-009,line-2,29.13,51.76,1015.28,3.703,0.931,-58.8,0,normal
2024-05-01 05:30:00,SN-004,line-2,26.89,47.42,1013.49,3.704,0.489,-67.5,0,normal
2024-05-01 05:33:00,SN-010,line-1,27.98,39.61,1011.39,3.652,0.414,-68.4,0,normal
2024-05-01 05:36:00,SN-007,line-1,30.19,45.78,1014.45,3.696,0.106,-65.4,0,warning
2024-05-01 05:39:00,SN-006,warehouse,27.46,49.94,1010.54,3.693,1.263,-59.0,0,normal
2024-05-01 05:42:00,SN-007,line-1,27.79,51.6,1016.57,3.674,1.655,-57.2,0,normal
2024-05-01 05:45:00,SN-007,line-1,28.62,44.6,1015.19,3.719,0.766,-62.2,0,normal
2024-05-01 05:48:00,SN-001,warehouse,28.92,49.48,1011.92,3.703,0.351,-53.3,0,normal
2024-05-01 05:51:00,SN-002,line-2,27.92,50.38,1012.24,3.645,0.232,-59.0,0,normal
2024-05-01 05:54:00,SN-003,warehouse,28.69,52.92,1013.0,3.702,0.804,-53.9,0,normal
2024-05-01 05:57:00,SN-002,line-2,29.28,47.22,1012.2,3.723,0.762,-58.3,0,normal
2024-05-01 06:00:00,SN-006,warehouse,30.97,48.7,1015.85,3.686,0.549,-66.2,0,warning
2024-05-01 06:03:00,SN-009,line-2,28.67,50.15,1011.32,3.677,0.611,-61.8,0,normal
2024-05-01 06:06:00,SN-008,warehouse,28.77,52.41,1008.91,3.672,0.981,-55.4,0,normal
2024-05-01 06:09:00,SN-006,warehouse,30.49,44.08,1011.93,3.7,0.684,-55.9,0,warning
2024-05-01 06:12:00,SN-011,line-1,28.21,37.13,1014.57,3.683,0.634,-61.5,0,normal
2024-05-01 06:15:00,SN-007,line-1,27.36,49.23,1015.27,3.668,0.862,-64.9,0,normal
2024-05-01 06:18:00,SN-001,warehouse,29.09,47.7,1012.93,3.73,1.819,-59.6,0,normal
2024-05-01 06:21:00,SN-010,line-1,30.0,43.17,1011.02,3.702,0.197,-69.1,0,normal
2024-05-01 06:24:00,SN-007,line-1,29.21,42.48,1012.53,3.687,0.565,-61.2,0,normal
2024-05-01 06:27:00,SN-008,warehouse,28.71,46.67,1011.03,3.731,0.198,-65.0,0,normal
2024-05-01 06:30:00,SN-007,line-1,27.22,49.84,1006.98,3.703,0.139,-55.3,0,normal
2024-05-01 06:33:00,SN-007,line-1,28.75,49.31,1010.53,3.695,0.733,-57.4,0,normal
2024-05-01 06:36:00,SN-002,line-2,30.17,38.51,1013.87,3.702,1.072,-58.4,0,warning
2024-05-01 06:39:00,SN-007,line-1,27.46,43.08,1012.05,3.687,0.372,-62.7,0,normal
2024-05-01 06:42:00,SN-010,line-1,28.54,53.63,1011.9,3.695,0.613,-70.5,0,normal
2024-05-01 06:45:00,SN-004,line-2,28.39,48.49,1015.45,3.709,0.809,-63.4,0,normal
2024-05-01 06:48:00,SN-008,warehouse,28.05,49.55,1010.29,3.731,1.532,-55.1,0,normal
2024-05-01 06:51:00,SN-001,warehouse,29.09,43.29,1010.48,3.686,0.121,-69.6,0,normal
2024-05-01 06:54:00,SN-005,line-2,29.3,48.41,1013.46,3.71,0.755,-57.9,0,normal
2024-05-01 06:57:00,SN-006,warehouse,29.29,46.94,1010.86,3.668,1.253,-56.2,0,normal
2024-05-01 07:00:00,SN-012,warehouse,27.53,47.54,1010.93,3.707,0.814,-58.0,0,normal
2024-05-01 07:03:00,SN-003,warehouse,26.8,44.83,1016.63,3.733,0.235,-63.9,0,normal
2024-05-01 07:06:00,SN-004,line-2,28.9,45.32,1009.98,3.698,0.377,-63.6,0,normal
2024-05-01 07:09:00,SN-005,line-2,28.05,57.44,1010.87,3.686,0.539,-58.8,0,normal
2024-05-01 07:12:00,SN-012,warehouse,30.63,45.83,1013.67,3.686,0.053,-58.3,0,warning
2024-05-01 07:15:00,SN-011,line-1,30.68,50.34,1012.44,3.707,1.583,-70.5,0,warning
2024-05-01 07:18:00,SN-001,warehouse,30.8,46.3,1009.13,3.698,0.146,-60.3,0,warning
2024-05-01 07:21:00,SN-003,warehouse,27.57,48.73,1017.18,3.689,0.342,-66.7,0,normal
2024-05-01 07:24:00,SN-010,line-1,29.24,45.94,1010.65,3.71,0.672,-56.6,0,normal
2024-05-01 07:27:00,SN-001,warehouse,29.57,53.57,1012.01,3.679,0.246,-65.8,0,normal
2024-05-01 07:30:00,SN-011,line-1,29.44,49.79,1013.72,3.714,0.422,-59.9,0,normal
2024-05-01 07:33:00,SN-004,line-2,28.22,46.24,1018.09,3.691,1.387,-55.7,0,normal
2024-05-01 07:36:00,SN-012,warehouse,30.02,46.21,1011.57,3.71,1.721,-61.6,0,warning
2024-05-01 07:39:00,SN-004,line-2,28.61,53.36,1010.37,3.714,0.406,-60.7,0,normal
2024-05-01 07:42:00,SN-006,warehouse,28.75,37.57,1013.91,3.658,0.509,-66.7,0,normal
2024-05-01 07:45:00,SN-008,warehouse,26.92,51.82,1017.97,3.695,0.152,-62.7,0,normal
2024-05-01 07:48:00,SN-002,line-2,29.32,50.56,1012.97,3.666,0.279,-63.4,0,normal
2024-05-01 07:51:00,SN-007,line-1,28.32,46.31,1011.97,3.662,0.777,-56.9,0,normal
2024-05-01 07:54:00,SN-007,line-1,29.12,49.21,1013.62,3.692,0.663,-61.6,0,normal
2024-05-01 07:57:00,SN-010,line-1,28.87,50.83,1007.47,3.703,0.962,-61.7,0,normal
2024-05-01 08:00:00,SN-012,warehouse,28.21,44.49,1011.15,3.666,0.479,-57.4,0,normal
2024-05-01 08:03:00,SN-008,warehouse,27.96,53.0,1008.14,3.702,1.032,-59.8,0,normal
2024-05-01 08:06:00,SN-005,line-2,28.87,50.0,1011.76,3.679,0.77,-61.4,0,normal
2024-05-01 08:09:00,SN-005,line-2,27.79,49.18,1011.43,3.698,0.223,-51.6,0,normal
2024-05-01 08:12:00,SN-006,warehouse,26.41,51.45,1006.19,3.747,0.684,-71.8,0,normal
2024-05-01 08:15:00,SN-010,line-1,28.64,51.86,1013.12,3.69,1.272,-61.8,0,normal
2024-05-01 08:18:00,SN-004,line-2,27.12,59.66,1014.29,3.674,0.057,-56.3,0,normal
2024-05-01 08:21:00,SN-003,warehouse,26.55,53.34,1012.29,3.696,0.508,-61.1,0,normal
2024-05-01 08:24:00,SN-005,line-2,26.89,53.85,1008.93,3.693,0.266,-56.1,0,normal
2024-05-01 08:27:00,SN-001,warehouse,28.32,50.08,1015.85,3.69,0.734,-57.4,0,normal
2024-05-01 08:30:00,SN-002,line-2,27.9,57.29,1017.45,3.697,0.417,-62.2,0,normal
2024-05-01 08:33:00,SN-002,line-2,25.66,45.84,1013.82,3.693,0.805,-66.4,0,normal
2024-05-01 08:36:00,SN-010,line-1,27.59,43.02,1011.84,3.672,1.057,-58.7,0,normal
2024-05-01 08:39:00,SN-009,line-2,29.3,49.05,1011.78,3.713,0.459,-56.5,0,normal
2024-05-01 08:42:00,SN-009,line-2,27.51,52.68,1013.81,3.723,0.723,-67.0,0,normal
2024-05-01 08:45:00,SN-006,warehouse,27.83,39.46,1012.93,3.689,1.357,-69.4,0,normal
2024-05-01 08:48:00,SN-009,line-2,29.16,48.55,1013.73,3.703,0.711,-56.4,0,normal
2024-05-01 08:51:00,SN-002,line-2,28.88,48.08,1013.78,3.656,0.176,-69.5,0,normal
2024-05-01 08:54:00,SN-011,line-1,29.13,51.56,1010.8,3.696,0.195,-64.9,0,normal
2024-05-01 08:57:00,SN-007,line-1,24.96,54.05,1010.79,3.735,0.422,-54.9,0,normal
2024-05-01 09:00:00,SN-012,warehouse,28.96,41.5,1011.95,3.712,0.576,-69.4,0,normal
2024-05-01 09:03:00,SN-002,line-2,27.76,45.5,1013.88,3.699,0.894,-62.4,0,normal
2024-05-01 09:06:00,SN-006,warehouse,29.76,44.79,1008.71,3.695,0.471,-65.2,0,normal
2024-05-01 09:09:00,SN-009,line-2,26.2,54.18,1012.22,3.69,0.185,-66.8,0,normal
2024-05-01 09:12:00,SN-006,warehouse,25.12,53.69,1012.75,3.705,1.145,-56.8,0,normal
2024-05-01 09:15:00,SN-006,warehouse,27.06,47.96,1011.53,3.717,0.737,-60.2,0,normal
2024-05-01 09:18:00,SN-002,line-2,26.75,51.3,1016.27,3.686,0.217,-64.8,0,normal
2024-05-01 09:21:00,SN-005,line-2,27.78,45.57,1015.79,3.711,0.07,-61.8,0,normal
2024-05-01 09:24:00,SN-003,warehouse,28.24,57.58,1013.73,3.68,0.774,-59.7,0,normal
2024-05-01 09:27:00,SN-004,line-2,26.96,52.83,1017.18,3.687,0.531,-65.4,0,normal
2024-05-01 09:30:00,SN-009,line-2,26.79,53.83,1014.96,3.674,0.763,-62.8,0,normal
2024-05-01 09:33:00,SN-008,warehouse,27.63,55.44,1013.05,3.699,0.328,-59.5,0,normal
2024-05-01 09:36:00,SN-008,warehouse,26.77,54.77,1011.57,3.698,1.006,-59.1,0,normal
2024-05-01 09:39:00,SN-005,line-2,26.68,50.91,1011.78,3.704,0.26,-64.1,0,normal
2024-05-01 09:42:00,SN-012,warehouse,28.2,48.68,1013.64,3.702,0.626,-61.9,0,normal
2024-05-01 09:45:00,SN-002,line-2,28.44,54.36,1011.75,3.711,1.17,-57.5,0,normal
2024-05-01 09:48:00,SN-005,line-2,28.25,49.48,1008.9,3.738,0.765,-67.3,0,normal
2024-05-01 09:51:00,SN-002,line-2,26.87,47.62,1011.8,3.711,0.147,-54.6,0,normal
2024-05-01 09:54:00,SN-005,line-2,24.7,60.43,1015.43,3.657,1.122,-63.9,0,normal
2024-05-01 09:57:00,SN-012,warehouse,26.89,46.85,1006.32,3.691,0.708,-60.1,0,normal
2024-05-01 10:00:00,SN-005,line-2,24.98,45.38,1016.36,3.695,0.928,-59.7,0,normal
2024-05-01 10:03:00,SN-011,line-1,25.67,55.67,1014.25,3.664,0.162,-67.1,0,normal
2024-05-01 10:06:00,SN-006,warehouse,25.08,49.31,1012.26,3.713,0.874,-55.1,0,normal
2024-05-01 10:09:00,SN-009,line-2,25.79,53.33,1013.53,3.732,0.181,-54.3,0,normal
2024-05-01 10:12:00,SN-006,warehouse,24.67,59.87,1015.27,3.679,0.887,-62.9,0,normal
2024-05-01 10:15:00,SN-004,line-2,24.4,47.34,1012.96,3.721,0.645,-58.1,0,normal
2024-05-01 10:18:00,SN-010,line-1,27.16,50.19,1015.11,3.717,0.339,-61.9,0,normal
2024-05-01 10:21:00,SN-012,warehouse,24.75,58.46,1014.99,3.701,0.596,-54.6,0,normal
2024-05-01 10:24:00,SN-004,line-2,25.81,54.3,1013.25,3.712,0.248,-63.7,0,normal
2024-05-01 10:27:00,SN-010,line-1,26.86,49.9,1009.98,3.681,0.326,-57.5,0,normal
2024-05-01 10:30:00,SN-004,line-2,26.82,60.22,1012.51,3.719,0.471,-51.7,0,normal
2024-05-01 10:33:00,SN-009,line-2,26.69,50.4,1007.66,3.721,0.756,-60.5,0,normal
2024-05-01 10:36:00,SN-010,line-1,26.15,52.86,1013.91,3.705,0.308,-63.6,0,normal
2024-05-01 10:39:00,SN-006,warehouse,26.61,57.45,1011.72,3.702,0.537,-56.5,0,normal
2024-05-01 10:42:00,SN-009,line-2,27.32,54.13,1011.2,3.68,1.085,-55.9,0,normal
2024-05-01 10:45:00,SN-004,line-2,26.28,56.43,1014.42,3.715,0.505,-69.7,0,normal
2024-05-01 10:48:00,SN-001,warehouse,23.79,49.79,1009.73,3.696,0.487,-60.0,0,normal
2024-05-01 10:51:00,SN-002,line-2,25.23,57.0,1013.12,3.693,1.147,-64.4,0,normal
2024-05-01 10:54:00,SN-006,warehouse,26.58,51.56,1011.92,3.715,0.385,-61.6,0,normal
2024-05-01 10:57:00,SN-011,line-1,25.12,49.21,1012.39,3.69,0.362,-67.5,0,normal
2024-05-01 11:00:00,SN-002,line-2,26.15,52.15,1013.5,3.681,1.211,-57.3,0,normal
2024-05-01 11:03:00,SN-006,warehouse,24.3,53.69,1017.44,3.717,0.689,-66.6,0,normal
2024-05-01 11:06:00,SN-009,line-2,24.46,60.26,1013.87,3.665,0.464,-59.3,0,normal
2024-05-01 11:09:00,SN-003,warehouse,25.6,53.28,1016.22,3.71,0.627,-58.0,0,normal
2024-05-01 11:12:00,SN-009,line-2,24.17,49.93,1016.38,3.671,0.446,-58.3,0,normal
2024-05-01 11:15:00,SN-004,line-2,24.56,48.65,1014.8,3.659,0.385,-62.8,0,normal
2024-05-01 11:18:00,SN-010,line-1,25.36,51.79,1008.22,3.709,0.081,-67.6,0,normal
2024-05-01 11:21:00,SN-007,line-1,22.75,48.94,1012.36,3.702,0.712,-67.0,0,normal
2024-05-01 11:24:00,SN-007,line-1,24.05,50.29,1010.17,3.683,1.116,-64.0,0,normal
2024-05-01 11:27:00,SN-003,warehouse,25.28,51.07,1020.0,3.672,0.562,-68.9,0,normal
2024-05-01 11:30:00,SN-006,warehouse,24.44,51.12,1010.37,3.702,1.584,-60.1,0,normal
2024-05-01 11:33:00,SN-011,line-1,25.98,54.33,1009.06,3.686,0.558,-61.3,0,normal
2024-05-01 11:36:00,SN-001,warehouse,22.63,51.48,1006.04,3.711,0.274,-56.9,0,normal
2024-05-01 11:39:00,SN-010,line-1,22.51,44.66,1010.38,3.684,0.214,-58.3,0,normal
2024-05-01 11:42:00,SN-006,warehouse,25.21,45.37,1013.15,3.687,0.954,-61.7,0,normal
2024-05-01 11:45:00,SN-009,line-2,25.32,51.94,1015.55,3.717,0.474,-65.9,0,normal
2024-05-01 11:48:00,SN-008,warehouse,24.15,50.71,1010.22,3.675,0.154,-62.2,0,normal
2024-05-01 11:51:00,SN-006,warehouse,24.81,47.53,1015.79,3.666,0.221,-66.7,0,normal
2024-05-01 11:54:00,SN-004,line-2,25.19,59.97,1012.68,3.677,0.61,-53.6,0,normal
2024-05-01 11:57:00,SN-008,warehouse,23.47,56.99,1011.71,3.7,1.09,-58.3,0,normal
2024-05-01 12:00:00,SN-002,line-2,22.04,54.73,1013.43,3.733,0.326,-53.9,0,normal
2024-05-01 12:03:00,SN-008,warehouse,23.02,55.01,1016.49,3.698,0.612,-65.2,0,normal
2024-05-01 12:06:00,SN-002,line-2,23.81,52.31,1013.04,3.678,1.138,-57.7,0,normal
2024-05-01 12:09:00,SN-008,warehouse,21.53,50.41,1010.25,3.679,2.067,-53.8,0,normal
2024-05-01 12:12:00,SN-008,warehouse,22.6,58.59,1014.03,3.703,0.422,-62.6,0,normal
2024-05-01 12:15:00,SN-002,line-2,22.54,57.91,1013.99,3.66,0.386,-64.6,0,normal
2024-05-01 12:18:00,SN-010,line-1,23.27,45.94,1012.46,3.657,0.599,-62.6,0,normal
2024-05-01 12:21:00,SN-005,line-2,22.8,55.18,1015.51,3.699,0.594,-61.1,0,normal
2024-05-01 12:24:00,SN-010,line-1,22.21,56.16,1007.27,3.713,1.006,-62.2,0,normal
2024-05-01 12:27:00,SN-001,warehouse,24.19,51.74,1013.78,3.713,0.661,-70.1,0,normal
2024-05-01 12:30:00,SN-003,warehouse,22.22,63.19,1014.95,3.702,0.362,-52.6,0,normal
2024-05-01 12:33:00,SN-006,warehouse,22.49,62.51,1009.35,3.719,0.355,-66.3,0,normal
2024-05-01 12:36:00,SN-003,warehouse,21.06,54.33,1009.34,3.691,0.447,-54.2,0,normal
2024-05-01 12:39:00,SN-004,line-2,22.03,54.08,1015.49,3.687,0.799,-57.5,0,normal
2024-05-01 12:42:00,SN-008,warehouse,23.38,52.4,1015.87,3.694,0.148,-68.4,0,normal
2024-05-01 12:45:00,SN-002,line-2,23.17,51.51,1016.34,3.701,0.864,-60.9,0,normal
2024-05-01 12:48:00,SN-009,line-2,23.47,49.99,1011.19,3.773,0.145,-67.1,0,normal
2024-05-01 12:51:00,SN-002,line-2,23.42,55.75,1013.43,3.691,0.221,-64.5,0,normal
2024-05-01 12:54:00,SN-003,warehouse,25.11,60.05,1013.68,3.698,0.073,-57.7,0,normal
2024-05-01 12:57:00,SN-008,warehouse,21.99,61.21,1008.73,3.73,1.396,-62.7,0,normal
